Judul,Berita,Topik
"Harga Cabai di Pasar Tomang Barat Makin ""Pedas"", padahal Kualitasnya Menurun","Harganya naik 50 persen dari sebelumnya antara Rp 50.000-Rp 60.000 per kg.
Pedagang Pasar Tomang Barat bernama Sulastri (55) mengatakan, jenis cabai yang harganya naik, yakni cabai rawit merah, cabai keriting merah, dan cabai hijau besar.
“Cabai rawit merah Rp 100.000, cabai keriting merah, sama cabai hijau besar sama, Rp 100.000,” ujar Sulastri saat ditemui di lokasi, Kamis (7/12/2023).
Menurut dia, harga cabai bahkan sempat menyentuh Rp 120.000 per kg pekan lalu. Sulastri mengaku tak mengetahui pasti penyebab lonjakan harga cabai saat ini.
“Pokoknya stoknya kurang di pasar. Mungkin karena kemarin musim kemarau, pergantian musim. Enggak tahu juga masalahnya,” kata Sulastri.
Kenaikan harga cabai menyebabkan pembeli mengurangi jumlah belanjaannya. Sulastri menyebutkan, pembeli yang biasanya membeli cabai dua kg kini hanya membeli setengahnya.
""Pengaruh ke pembeli, yang biasanya beli dua kg, dikurangin satu kg, karena kan harganya tinggi banget, jadi daya belinya juga kurang,” ungkap Sulastri.
Tak sedikit pula pembeli yang protes lantaran harga bahan pokok itu terus merangkak naik.
“Awal-awal protes, tetapi karena sudah seminggu lebih, jadinya sudah biasa. Katanya, 'Beli sedikit boleh enggak?' Mereka mengurangi pembelian,” tutur Sulastri.
Kenaikan harga cabai juga berpengaruh terhadap pedagang warung makan.
Mereka harus memutar otak untuk bertahan di tengah melambungnya harga bahan pokok di pasar.
“Kalau warteg, warung nasi padang, butuh cabai, jadi mungkin dikurangin (pembelian cabai). Kasihan warteg, kasihan warung-warung makan,” tutur Sulastri.
Wanita asal Brebes, Jawa Tengah, itu menyampaikan bahwa kualitas cabai saat ini menurun, meski harganya melonjak.
“Karena mungkin hujan, mungkin pengaruh (pada kualitas cabai). Ada cabai yang kualitasnya jelek. Beberapa hari saya dapat bagus terus, tetapi pas hari ini (cabai) agak basah,” ungkap dia.














",NEWS
Daftar Jalan Tol dan Non-Tol yang Dibatasi untuk Truk Saat Nataru,"JAKARTA, KOMPAS.com - Menghadapi masa libur panjang Natal 2023 dan Tahun Baru 2024, Kementerian Perhubungan (Kemenhub), Korlantas Polri, serta Kementerian Pekerjaan Umum dan Perumahan Rakyat (PUPR) resmi mengeluarkan Surat Keputusan Bersama (SKB) Nomor: KP-DRJD 8298 Tahun 2023, SKB: 218/XII/2023, dan Nomor: 19/PKS/Db/2023.
Adapun SKB tersebut berisikan Pengaturan Lalu Lintas Jalan Serta Penyeberangan Selama Masa Arus Mudik dan Arus Balik Angkutan Natal 2023 dan Tahun Baru 2024, yang akan berlangsung sesaat lagi.
Dirjen Perhubungan Darat Hendro Sugiatno mengatakan, dengan adanya SKB maka perjalanan pada masa libur Natal dan tahun baru akan mengalami pengaturan juga pembatasan demi keselamatan, keamanan, dan kenyamanan, serta ketertiban.
""Ada beberapa waktu yang akan mengalami pengaturan di jalan raya maupun di lintas penyeberangan,"" ujar Hendro dalam keterangan resminya, Kamis (7/12/2023).
DOK. Kemenhub Ilustrasi Jalan tol terapkan contra flow
Terkati penetapannya antara lain, pembatasan operasional angkutan barang di jalan tol dan jalan non tol, sistem jalur dan lajur pasang surut/tidak flow (contraflow).
Selanjutnya, pengaturan penyeberangan di lintas Merak-Bakauheni, Ketapang-Gilimanuk, dan Jangkar-Lembar. Pengaturan penundaan perjalanan (delaying system) dan sebagai buffer zone untuk operasional kendaraan angkutan barang di lintas Merak, Bakauheni, Ketapang, Gilimanuk, Jangkar, dan Lembar.
Untuk pembatasan kendaraan angkutan barang, diberlakukan bagi mobil barang dengan berat lebih dari 14.000 kg, mobil barang dengan sumbu 3 atau lebih, kereta tempelan, kereta gandengan, serta yang mengangkut hasil galian, hasil tambang, dan bahan bangunan.
""Pembatasan ini dilakukan untuk meningkatkan kelancaran lalu lintas selama libur Nataru mengingat jumlah volume kendaraan diprediksi akan bertambah, baik di jalan tol maupun non tol,"" kata Hendro.
Namun demikian, ada angkutan barang yang dikecualikan dari pembatasan atau tetap bisa beroperasi yakni, yang mengangkut BBM atau BBG, hantaran uang, hewan dan pakan ternak, pupuk, dan barang pokok.

Syaratnya, kendaraan tersebut wajib dilengkapi surat muatan dengan beberapa ketentuan seperti, diterbitkan oleh pemilik barang yang diangkut, surat muatan yang berisi keterangan jenis barang, tujuan, dan nama serta alamat pemilik barang. Terakhir, ditempelkan pada kaca depan sebelah kiri angkutan barang.
Adapun waktu pelaksanaan pembatasan operasional angkutan barang di ruas tol pada libur Natal sebagai berikut ;
Waktu pelaksanaan pembatasan operasional angkutan barang di ruas non tol pada libur Natal :
Ruas jalan tol yang dibatasi :
1. Lampung dan Sumatera Selatan: Bakauheni-Terbanggi Besar-Pematang Panggang-Kayu Agung.2. DKI Jakarta - Banten: Jakarta - Tangerang- Merak.3. DKI Jakarta:a) Prof. DR. Ir. Sedyatmo;b) Jakarta Outer Ring Road (JORR); danc) Dalam Kota Jakarta.4. DKI Jakarta dan Jawa Barat:a) Jakarta - Bogor - Ciawi - Cigombong;b) Cigombong - Cibadak;c) Bekasi - Cawang - Kampung Melayu; dand) Jakarta - Cikampek.5. Jawa Barat:a) Cikampek - Purwakarta - Padalarang - Cileunyi;b) Cikampek - Palimanan - Kanci - Pejagan;c) Jakarta - Cikampek II Selatan (Fungsional);d) Cileunyi - Cimalaka; dane) Cimalaka - Dawuan;6. Jawa Tengah:a) Pejagan - Pemalang - Batang - Semarang;b) Krapyak - Jatingaleh, (Semarang);c) Jatingaleh - Srondol, (Semarang);d) Jatingaleh - Muktiharjo, (Semarang);e) Semarang - Solo - Ngawi;f) Semarang - Demak; dang) Jogja - Solo (Fungsional).7. Jawa Timur:a) Ngawi-Kertosono - Mojokerto - Surabaya - Gempol- Pasuruan - Probolinggo;b) Surabaya - Gresik; danc) Pandaan - Malang.
BPTJ Razia truk ODOL yang sumbang polusi udara
Ruas jalan non tol yang berlaku pembatasan:
1. Sumatera Utara:a. Medan - Berastagi; danb. Pematang Siantar - Parapat Simalungun - Porsea.2. Jambi dan Sumatera Barat:a. Jambi - Sarolangun - Padang;b. Jambi - Tebo - Padang;c. Jambi - Sengeti - Padang; dand. Padang - Bukit Tinggi.3. Jambi - Sumatera Selatan - Lampung: Jambi - Palembang - Lampung.4. DKI Jakarta - Banten: Jakarta - Tangerang - Serang- Cilegon - Merak.5. Banten:a. Merak - Cilegon - Lingkar Selatan Cilegon - Anyer -Labuhan;b. Jalan Raya Merdeka - Jalan Raya Gatot Subroto;c. Serang - Pandeglang - Labuhan.6. DKI Jakarta - Jawa Barat: Jakarta - Bekasi -Cikampek - Pamanukan - Cirebon.7. Jawa Barat:a. Bandung - Nagreg - Tasikmalaya - Ciamis - Banjar;b. Bandung - Sumedang - Majalengka; danc. Bogor - Ciawi - Sukabumi - Cianjur.8. Jawa Barat - Jawa Tengah: Cirebon - Brebes.9. Jawa Tengah:a. Solo - Klaten - Yogyakarta;b. Brebes - Tegal - Pemalang - Pekalongan - Batang -Kendal - Semarang - Demak;c. Bawen - Magelang - Yogyakarta; dand. Tegal - Purwokerto.10. Jawa Tengah - Jawa Timur: Solo - Ngawi.11. Yogyakarta:a. Jogja - Wates;b. Jogja - Sleman - Magelang;c. Jogja - Wonosari; dand. Jalur Jalan Lintas Selatan (jalan Daendeles).12. Jawa Timur:a. Pandaan - Malang;b. Probolinggo - Lumajang;c. Madiun - Caruban - Jombang; dand. Banyuwangi - Jember.13. Bali: Denpasar - Gilimanuk.














",OTOMOTIF
"Kalah dari West Ham, Spurs Punya Catatan Tak Diinginkan di Premier League","KOMPAS.com - Tottenham Hotspur kembali menderita kekalahan di Premier League. Kemunduran kali ini datang kala Spurs menjamu West Ham United pada laga lanjutan Liga Inggris, Jumat (8/12/2023) dini hari WIB.
Tottenham Hotspur sejatinya unggul terlebih dulu di Tottenham Stadium berkat sundulan Christian Romero pada menit ke-11. 
Namun, West Ham memutar balik skor pada babak kedua dengan mencetak dua gol melalui aksi Jarrod Bowen (52') dan James Ward-Prowse (74'). 
Hasil ini merupakan kekalahan keempat Spurs dari lima laga Liga Inggris di mana Son Heung-min cs belum merasakan kemenangan sejak Oktober.
Tottenham juga kini menjadi kubu Premier League pertama sepanjang sejarah yang gagal memenangi lima laga beruntun walau memimpin 1-0 lebih dulu dalam setiap pertandingannya.
Rentetan bergulir mulai dari kekalahan 1-4 lawan Chelsea, diikuti oleh kekalahan 1-2 lawan Wolverhampton dan Aston Villa, kemudian hasil imbang 3-3 lawan Manchester City, sebelum kekalahan lawan West Ham ini.

Kemunduran terkini kontra West Ham membuat Spurs telah kehilangan 16 poin dari posisi unggul di Premier League musim ini, jumlah terbanyak dari semua tim lain.
Rentetan laga ini merupakan pukulan telak bagi para fans Spurs yang sempat dihibur dengan penampilan trengginas anak asuh Ange Postecoglou pada awal musim.
Tottenham bahkan sempat memimpin lima poin di puncak Premier League setelah memenangi delapan dari 10 laga pertama musim.
Kemenangan-kemenangan tersebut membuat Postecoglou memboyong penghargaan Manager of the Month untuk tiga bulan beruntun sejak awal musim ini.
Ia menyamai prestasi Antonio Conte, Pep Guardiola, dan Juergen Klopp dengan hat-trick penghargaan tersebut.














",SPORT
"Jawab Bahlil Soal IKN, Anies: Jangan Paksa Investor","LAMPUNG, KOMPAS.com - Calon presiden nomor urut 1, Anies Baswedan menjawab tudingan Menteri Investasi/Kepala Badan Koordinasi Penanaman Modal (BKPM) Bahlil Lahadalia yang menyebut investor ragu menanam modal di Ibu Kota Negara (IKN).
Menurut Anies, pemerintah tak perlu memaksa investor masuk menanamkan modalnya ke IKN, karena investor memiliki mekanismenya sendiri untuk berinvestasi.
""Menurut saya jangan dipaksa investor itu. Biarkan investor itu mengambil keputusan berdasarkan pertimbangan komersial, bukan pertimbangan politik,"" ujar Anies saat ditemui di Bandar Lampung, Kamis (8/12/2023).
Anies mengatakan, investor berpikir secara objektif dan menggunakan studi kelayakan setiap berinvestasi.
Ia juga menyebut, investor memutuskan investasinya berdasarkan pertimbangan komersial.
""Kalau secara komersial layak, ya pasti dia mau kerjakan. Kalau secara komersial tidak layak, ya dia harus dipaksa,"" ucapnya.
Sebelumnya, BKPM Bahlil Lahadalia menyebut banyak investor yang mulai meragukan pembangunan Ibu Kota Negara (IKN) Nusantara.
Sebabnya, ada calon presiden (capres) peserta Pemilu 2024 yang mengkritik pembangunan ibu kota baru di Kalimantan Timur itu.
""Sekarang kan banyak investor yang mulai nanya, mulai ada keraguan. Karena ada beberapa capres yang menyampaikan visi dan misinya itu melahirkan keraguan bagi investor,"" kata Bahlil di acara peresmian Media Center Indonesia Maju di kawasan Menteng, Jakarta, Senin (4/12/2023), dikutip dari Kompas TV.
Bahlil tidak menyebut siapa sosok capres yang dia maksud. Namun, ia menegaskan bahwa proyek pembangunan IKN punya landasan hukum kuat berupa Undang-undang Nomor 21 Tahun 2023 tentang IKN.
""Masa tiba-tiba mau bilang batalkan, ya kami harus mampu menjawab itu dengan baik,"" ujarnya.
Menurut Bahlil, ketika UU IKN dirumuskan, hampir semua fraksi partai politik di Dewan Perwakilan Rakyat (DPR) RI setuju.
Dengan adanya undang-undang ini, kata dia, siapa pun pimpinan pemerintahan ke depan, wajib untuk melanjutkan pembangunan IKN Nusantara.
""Tadi saya katakan bahwa IKN itu kan perintah undang-undang, dan itu sudah ada undang-undangnya. Dan dari semua partai yang ada, pendukung pemerintah, semua mendukung termasuk PKB (Partai Kebangkitan Bangsa). Itu satu,” kata Bahlil.
“Yang kedua, karena itu perintah undang-undang, maka wajib, pemerintah siapa pun wajib melaksanakan,"" tutur mantan Ketua Umum Himpunan Pengusaha Muda Indonesia (Hipmi) itu.














",NEWS
"Pemain dan Pelatih PSM Curhat Kondisi Tim, Janji Main Maksimal","PSM Makassar kembali diterpa masalah finansial.
Hal tersebut disampaikan pelatih Bernardo Tavares yang diamini penjaga gawang PSM Reza Arya Pratama. Secara blak-blakan ia mengakui adanya penunggakan gaji.
Ia menyebut permasalahan tersebut mengganggu konsentrasi tim dalam persiapan melawan Bhayangkara FC.
Apalagi, juara bertahan Liga 1 tersebut bukan sekali ini saja diterpa masalah serupa.
“Tentunya kalau masalah gaji ya pasti semua pemain punya keluarga, pasti bekerja untuk tim dan menunggu gaji,” ujar Reza Arya.
“Tapi kalau ini terjadi terus menerus pemain juga fokusnya terganggu. Misalnya gaji lancar ya tidak mengganggu,” imbuhnya.
Meskipun dalam kondisi kurang baik, Reza Arya menegaskan pemain tetap akan tampil maksimal demi meraih kemenangan melawan Bhayangkara FC.
“Kalau pemain untuk pertandingan totalitas dan masih tetap fokus karena kita main di kandang,” ucap pemain asli Parepare.
Ia berharap masalah yang tengah menyelimuti tim berjuluk Juku Eja ini tak menyurutkan animo suporter untuk hadir ke stadion.
Menurutnya, salah satu motivasi pemain memberikan kemampuan terbaiknya di lapangan adalah kehadiran suporter.
“Semoga teman-teman suporter datang ke stadion mendukung kami dan yang tidak datang mendoakan kami,” harapnya.
Akibat dari dari penunggakan gaji ini, tim sempat melakukan mogok latihan selepas pertandingan pekan ke-21 melawan Persib Bandung, Senin (4/12/2023).
Alhasil, persiapan melawan Bhayangkara FC ini dilakukan seadanya.
Pelatih Bernardo Tavares pun tidak bisa menuntut setiap pemain untuk totalitas sedangkan hak mereka belum terpenuhi.














",SPORT
"Jadwal Piala Dunia Klub 2023, Manchester City Langsung Tampil di Semifinal","KOMPAS.com - Jadwal Piala Dunia Klub 2023 akan digulirkan mulai pekan depan. Juara Liga Champions Eropa, Manchester City, bakal langsung tampil di semifinal.
Piala Dunia Klub 2023 akan diselenggarakan di Jeddah, Arab Saudi, pada 12-22 Desember 2023.
Ini menjadi kali pertama Piala Dunia Klub dilaksanakan di Arab Saudi.
Jepang menjadi negara yang paling sering menyelenggarakan Piala Dunia Klub yakni delapan kali.
Sementara itu, Uni Emirat Arab lima kali menjadi tuan rumah, Maroko, tiga kali, dan Qatar dua kali.
Adapun, Piala Dunia Klub kali pertama diselenggarakan di Brasil pada tahun 2000.
Piala Dunia Klub 2023 bakal diikuti oleh tujuh tim dari enam konfederasi berbeda.
Format Piala Dunia Klub bakal berubah pada 2025 dengan FIFA menambah jumlah peserta menjadi 32 tim.
Untuk Piala Dunia Klub 2023, pesertanya adalah Al Ittihad (AFC/tuan rumah), Auckland City (OFC), Leon (CONCACAF), Al Ahly (CAF), Urawa Red Diamonds (AFC), Manchester City (UEFA), dan Fluminense (Conmebol).
Manchester City menjadi tim kelima yang memastikan tempat di Piala Dunia Klub 2023 usai mengalahkan Inter Milan pada final Liga Champions 2023.
Sementara itu, Fluminense menjadi tim terakhir yang mengamankan tiket ke Piala Dunia Klub 2023.
Kepastian itu didapat Fluminense usai menjuarai Copa Libertadores 2023, 4 November lalu.
Pada Piala Dunia Klub 2023, Manchester City dan Fluminense akan langsung bermain di semifinal.
Manchester City akan melawan pemenang laga Leon vs Urawa Red Diamonds.
Adapun, Fluminense masih harus menunggu hasil puataran pertama dan kedua.














",SPORT
Persib Evaluasi Diri demi Sapu Bersih Dua Laga Akhir Tahun Ini,"BANDUNG, KOMPAS.com - Persib Bandung membenahi diri setelah gagal meraih poin penuh dalam dua laga kandang terakhir di pekan ke-19 dan 21. 
Berkaca kepada performa penggawa Persib melawan PSM Makassar, pelatih Bojan Hodak ingin pemainnya lebih cepat dalam mengalirkan bola dari lini ke lini. 
Pelatih 52 tahun itu, ingin pemainnya bisa meminimalisasi kesalahan-kesalahan di pertandingan kandang terakhir kontra PSM. 
Laga Persib Bandung vs Persik Kediri menanti di depan pada Minggu (10/12/2023) di Stadion Gelora Bandung Lautan Api (GBLA) dalam rangkaian pekan ke-22 Liga 1 2023-2024. 
""Kami banyak melakukan passing dan penguasaan bola. Kami mencoba untuk mengalirkan bola lebih cepat dari sisi ke sisi yang mana ini masih salah dilakukan di laga sebelumnya,"" terang Bojan Hodak. 
""Karena kami tidak cukup banyak mengubah arah permainan. Ketika PSM mengunci area tengah, kami harus mengandalkan area flank dan itu tidak kami maksimalkan,"" sesal Hodak. 
Kendati Persib gagal menang di laga terakhir kontra PSM, mereka masih menjaga rekor tak terkalahkan dalam 14 laga. 
Posisi Maung Bandung stagnan di peringkat dua klasemen di bawah Borneo FC Samarinda, tetapi Bali United dalam keadaan onfire untuk menggeser posisi Persib sebelum penutup tahun. 
KOMPAS.com/ADIL NURSALAM Pergerakan Edo Febriansah winger Persib di sayap kanan dihentikan bek PSM Maksssar Safrudin Tahar dalam pertandingan pekan ke-21 antara Persib vs PSM Makassar, Senin (4/12/2023) di Stadion Gelora Bandung Lautan Api (GBLA). 
Persib dipastikan tidak akan diperkuat oleh Dedi Kusnandar di laga kandang akhir pekan nanti lawan Persik. Sang gelandang bertahan absen karena akumulasi kartu. 
Rachmat Irianto juga dikabarkan mengalami cedera, ia tak mengikuti latihan pada sesi latihan Kamis (7/12/2023) di Sidolig Bandung. 
""Semua bagus kecuali Dedi (Kusnandar) terkena akumulasi kartu kuning jadi dia tidak bisa main di laga berikutnya,"" terang Hodak. 
""Lalu Irianto terkena benturan di laga sebelumnya tapi saya rasa sebelum laga dia sudah pulih,"" kabarnya. 
Bobotoh menantikan Stefano Beltrame gelandang baru Persib turun sejak menit pertama untuk unjuk kualitas dan kontribusi sebagai mantan pemain Juventus. 
Bojan Hodak belum bisa memastikan apakah ia akan bermain atau tidak mengingat kondisi fisiknya yang belum prima.
""Kami belum tahu, mungkin, bisa ya atau tidak,"" jawab Hodak. 
Pelatih asal Kroasia itu hanya ingin menurunkan pemain yang benar-benar siap karena dirinya punya misi menyapu bersih dua laga terakhir tahun ini dengan kemenangan. 
Selain melawan Persik, Persib akan melawat ke I Wayan Dipta menghadapi Bali United 18 Desember 2023 mendatang.
""Targetnya di setiap pertandingan adalah menang,"" katanya.














",SPORT
"Sandiaga: Pak Ganjar itu Jokowi 3.0, Sosok Pak Jokowi di 2024","Hal itu terlihat dari cara Ganjar melakukan pendekatan kepada masyarakat.
""Pak Ganjar ini kan adalah sosok pemimpin yang paling mirip sama Pak Jokowi dari segi pendekatan yang sangat dekat dengan rakyat, blusukan, sat set, cepat geraknya,"" ujar Sandiaga di Istana Kepresidenan, Jakarta, Kamis (7/12/2023).
""Saya menyebutnya (sebagai) Jokowi 3.0. Pak Ganjar ini adalah versi Pak Jokowi (di) 2024,"" lanjutnya.
Menurut Sandiaga, pendapatnya ini harus disadari masyarakat.
Untuk itu, Sandiaga pun mengaku sudah mulai terjun mengampanyekan Paslon Ganjar-Mahfud MD.
Utamanya untuk menyuarakan bahwa masyarakat masih ingin percepatan pembangunan tetapi dengan didukung pemerintahan yang bersih.
""Arah pembangunan yang sudah dilakukan oleh pemerintahan Pak Jokowi periode pertama dan kedua ini diyakini akan meningkatkan kesejahteraan, membuka lapangan kerja dan menjaga harga-harga kebutuhan pokok,"" kata Sandiaga.
""Perbaikan koreksinya adalah bagaimana Pemerintahan bersih yang lebih diutamakan. Pemerintahan yang bebas korupsi menjadi perhatian,"" tegasnya.
Lebih lanjut, Sandiaga menjelaskan bahwa dirinya sudah mengajukan izin cuti kampanye kepada Menteri Sekretaris Negara (Mensesneg) Pratikno.
Cuti yang diajukan Sandiaga adalah satu kali dalam seminggu untuk kegiatan kampanye.
""Saya sudah mengajukan satu hari dalam seminggu dan sudah diizinkan melalui Pak mensesneg tentunya izin dari Pak presiden ini yang membuat bahwa kegiatan kampanye ini sesuai prosedur,"" tutur Sandiaga.
""Satu hari dalam seminggu ini akan saya optimalkan untuk menyampaikan visi, misi dari PPP, para caleg, maupun juga dari paslon Ganjar-Mahfud,"" tambah Ketua Bappilu PPP itu.














",NEWS
"Di Hadapan Relawan, Cak Imin: Silakan Bandingkan Siapa yang Sungguh-sungguh dan Bergimik Ria","Hal itu disampaikan pria yang karib disapa Cak Imin tersebut dalam acara Launching 1 Juta Jubir Desa yang digagas oleh Barisan Relawan Desa Anies-Muhaimin (Balada Amin) di Cibubur, Jakarta Timur, Kamis (7/12/2023).
Ia mengatakan, hanya cukup menunjukkan track record dan pengalaman dalam proses kepemimpinan.
""Silakan dibandingkan, siapa yang sungguh-sungguh, siapa yang main-main, siapa yang bergimik ria. Sampaikan kepada masyarakat, tunjukkan fakta-fakta,"" kata Muhaimin di hadapan relawan, Kamis.
Ketua Umum Partai Kebangkitan Bangsa (PKB) ini mengatakan bahwa dirinya memiliki banyak pengalaman dan memahami proses mulai dari bawah.
Lebih lanjut, Cak Imin mengklaim banyak yang cemburu sehingga menimbulkan narasi kampanye negatif terhadap dirinya dan calon presiden (capres) Anies Baswedan.
""Saking berpengalamannya banyak yang cemburu sama kita, sehingga kampanye negatif ini itu, Anies Baswedan begini begitu, Muhaimin Iskandar begini begitu,"" ujar Muhaimin.
""Itu bagian dari karena kami dan kita semua punya pengalaman panjang di dalam proses berbangsa dan bernegara ini,"" katanya lagi.
Cak imin kemudian mengatakan, ia dan para relawannya menjadi pewaris sekaligus doktrin pembangunan nasional dari prakemerdekaan.
""Tidak main-main kita menjadi pewaris sejarah sekaligus doktrin perkembangan dan pembangunan nasional dari pra kemerdekaan hingga hari ini. Amin,"" ujar Muhaimin.
Diketahui, Anies Baswedan dan Muhaimin Iskandar adalah pasangan capres-cawapres nomor urut 1 di pemilihan presiden (Pilpres) 2024.














",NEWS
"Pukul Kentongan di Depan Relawan, Cak Imin: Jika Terus Mengalir, Insya Allah Menang Telak di Pemilu 2024","Hal itu disampaikan Muhaimin sebelum menyampaikan sambutan dalam acara Launching Satu Juta Jubir Desa yang digagas oleh Barisan Relawan Desa Anies-Muhaimin (Balad Amin) di Cibubur, Jakarta Timur, Kamis (7/12/2023).
Awalnya, pria yang karib disapa Cak Imin ini melakukan pemukulan kentongan sebagai simbolis pembukaan acara.
Berdasarkan pantauan Kompas.com, pemukulan kentongan dilakukan secara bergantian dari ujung kiri sampai ke ujung kanan panggung.
Kemudian, Cak imin mengungkap bahwa ia optimis bila kentongan dipukul hingga seluruh Indonesia.
""Bayangkan kalau kita (pukul) kentong perubahan ini dari desa terus mengalir tidak putus-putus seluruh Indonesia, insya Allah kita menang telak Pemilu di 2024,"" kata Muhaimin dihadapan para relawan.
Tak lupa, ia menyampaikan rasa bahagianya karena gagasan perubahan yang dapat diterima di seluruh Indonesia.
Ketua Umum Partai Kebangkitan Bangsa (PKB) tersebut lantas mengklaim bahwa gagasan perubahan disambut positif selama ia berkampanye.
""Saya keliling sumatera, Kalimantan, Sulawesi semuanya menyambut gembira. Sayangnya jumlah penduduknya tidak sebesar Jawa,"" ujar Cak Imin.
""Jawa insya allah dengan kentongannya yang merata di seluruh Indonesia akan setuju semuanya dengan perubahan,"" katanya lagi.
Sebagaimana diketahui, kentongan menjadi simbol gerakan perubahan yang dibawa oleh pasangan calon presiden dan calon wakil presiden (capres-cawapres) nomor urut 1, Anies Baswedan-Muhaimin Iskandar.














",NEWS
Polri Sebut Siap Amankan Debat Capres di KPU Pekan Depan,"""Enggak ada masalah saya kira soal debat capres, secara prinsip kita bisa amankan,"" kata Fadil di Kota Kasablanka, Jakarta, Kamis (7/12/2023).
Fadil mengatakan, Polri sudah menyiapkan satuan tugas dari segi pre-emptive hingga preventif dalam mengamankan kegiatan debat capres.
Namun, ia tidak mengungkapkan perihal jumlah personel yang dipersiapkan untuk mengamankan jalannya debat capres tersebut.
Lokasi debat yang akan diselenggarakan di Kantor Komisi Pemilihan Umum (KPU) juga dianggap tidak menimbulkan masalah, meski debat biasanya digelar di hotel yang lingkungannya lebih tertutup.
Pasalnya, polisi mesti sudah menyiapkan desain dan asesmen pengamanan sebelum kegiatan dimulai.
""Mau di hotel, mau di kantor KPU, mau di gedung pertemuan, saya kira kita pasti jauh-jauh hari sebelumnya akan melakukan security assesment supaya semua bisa berjalan dengan baik,"" kata Fadil.
Seperti diketahui, debat perdana capres akan digelar di Kantor KPU RI pada Selasa pekan depan.
KPU mempersilakan masing-masing pasangan calon membawa pendukung maksimal 50 orang yang dibolehkan masuk ke arena debat.
Untuk debat pertama, tema yang akan diangkat adalah seputar pemerintahan, hukum, hak asasi manusia, pemberantasan korupsi, penguatan demokrasi, peningkatan layanan publik dan kerukunan warga.
Sementara itu, diketahui ada tiga capres yang akan bersaing pada kontestasi tahun 2024, yakni Anies Baswedan, Prabowo Subianto, dan Ganjar Pranowo.














",NEWS
Pakar UGM: Cairan di Manusia Silver Mengandung Bahan Kimia Berbahaya,"KOMPAS.com - Dosen Fakultas MIPA UGM melakukan sosialisasi bahaya cairan yang digunakan oleh manusia silver. Kegiatan itu diisi oleh Ketua Pelaksana Program Pengabdian FMIPA UGM, Prof. Endang Tri Wahyuni.
Prof. Endang mengatakan, kegiatan sosialisasi ini dijalankan mengingat semakin meningkatnya jumlah manusia silver yang berada di persimpangan jalan di Yogyakarta.
Dia mengaku bahan silver yang digunakan untuk melumuri secara langsung bagian tubuh manusia silver mengandung beberapa bahan kimia yang berbahaya.
""Dari data analisis menggunakan instrumentasi XRF (X-Ray Fluorescence), ditemukan penyusun utama bahan kimia dari cairan silver adalah unsur Al (Aluminium), Cl (Klorin), dan K (Kalium),"" ungkap Prof. Endang dikutip dari laman UGM, Kamis (7/12/2023).
Prof. Endang menyebutkan dalam skala ppm (part per million) juga ditemukan unsur logam berat berbahaya yaitu Hg (merkuri) dan Cr (kromium).
Sedangkan kandungan unsur perak (Ag) sendiri dalam cairan silver tidak terlalu besar.
""Justru kandungan perak di cairan silver hanya di kisaran 0,18 persen,"" tutur dia.

Anggota Pelaksana Program Pengabdian, Dr. Suherman menyampaikan bahan kimia penyusun warna silver tersebut tidak hanya berbahaya bagi pemakainya.
Namun, bahaya juga terjadi saat pembilasan, karena bahan kimia cairan silver berpotensi masuk ke badan air dan sumber air konsumsi masyarakat.
Karenanya tim pengabdian FMIPA UGM yang juga melibatkan mahasiswa, yaitu Arif Arkan dan Ayuning Dewi mencoba melakukan sosialisasi dan pendekatan ke pelaku manusia silver di beberapa perempatan di Yogyakarta.
Upaya tersebut dilakukan agar ada perhatian dan kewaspadaan, sehingga mengurangi risiko pemakaian larutan silver ke manusia dan lingkungan sekitar.














",EDUKASI
